text,sentiment
@XFactorID @alvinxjo @Harry_Styles Alvin malem ini bikin mleyot iih???? maen piano+gitarr gokiilll????????,positif
@XFactorID @alvinxjo @DnrWidianto Alvin dengan suaranya sudah membius kaum hawa di Indonesia ????????????,positif
@XFactorID @alvinxjo @DnrWidianto Alvin emang beda.,netral
@XFactorID @alvinxjo @Harry_Styles Alvin gak ada obat min. Pecah. Hitam piano. Putih gitar,positif
"@XFactorID @alvinxjo @Harry_Styles Terima kasih sudah menepati janji, terima kasih sudah berusaha menampilkan yg terbaik. Lekas sehat, Alvin????",positif
@XFactorID @alvinxjo @Harry_Styles keren bgt aslii,positif
ALVIN GILA SIH KEREN BANGEEEET.   @XFactorID ????????????,positif
@XFactorID @alvinxjo @Harry_Styles Min tolong up di youtube secepat mungkin????????????????????,netral
""" Rumah Kita ""
????Lebih baik di sini..
Rumah kita sendiri..
Semua nya ada di sini..
Rumah kitaa..????

Wooow..
Kereeen kompak bgttt...????????????
Jadi pengen nangiss..
Dengerin lagu nya..????????

#XfactorIndonesia2021 
@XFactorID",positif
@mirsperbs @XFactorID @alvinxjo @Harry_Styles @bubunyaalsa owwshit alvin bawain lagu falling????,netral
"Wow!! Closing yang KEREN dari @GanyGery x @2ndChance_id 
Bawain lagu ""Rumah Kita""????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/48tVcG28Oy",positif
@XFactorID @RuthNeelly @bclsinclair Mantap @RuthNeelly,positif
"@XFactorID @alvinxjo @DnrWidianto Alvin, piano udah, gitar udah keren bangetttt siiiiii",positif
Ngga ngerti lagi kenapa 2ndchange baguss bangett @XFactorID,positif
"@XFactorID @alvinxjo @Harry_Styles gatau mau deskripsiin perasaan ini gmn, gw drtd senyum diluar senyum didalam ???? dah gatau alvin keren bgt nangisss ???????? mana bilangnya lagi serak? tp dia ttp bisa tampilin sebaik itu ME SO PROUD ????????????",positif
"Wow!! Siapa yang auto terAlvin-Alvin dan terDanar-Danar nih????????
Karakter @alvinxjo dan @DnrWidianto cocok banget sama lagu ""Sahabat Kecil""????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/WXeGB1jG9C",positif
"@XFactorID @alvinxjo @Harry_Styles merinding,, berasa memang alvin bernyanyi dari hati @alvinxjo",positif
"@XFactorID @alvinxjo @Harry_Styles Alvin selalu baguuusss ko,, love him ???",positif
"""Uptown Funk @IAmMarkManson ft. @BrunoMars  x Lips Are Moving @Meghan_Trainor ""
sukses dibawain @Putumaydea_real dan @mayshaicaa ????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/Kcqb5UXau2",positif
"@XFactorID @alvinxjo @Harry_Styles yang paling ditunggu, gasabar liat duet sama danar????????",positif
"SPEKTAKULER BANGET!!????????
Duet @enka_namaku ft. @Roby_Gultom bawain lagu ""Bang Bang"" by @JessieJ @NICKIMINAJ #ArianaGrande 

#GalaLiveShow5 
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/x85iuZV2Kq",positif
@XFactorID @alvinxjo Keren abis ????????????,positif
"@XFactorID @alvinxjo @Harry_Styles selalu keren, terimakasih alvin udah bawain requestan allve?????????? we???re so proud!???? jaga kesehatan ya ayang???????? @alvinxjo",positif
@XFactorID @alvinxjo @Harry_Styles ALVIN CEPET SEMBUH,positif
@XFactorID @2ndChance_id @RANforyourlife Ketinggalan????,netral
"@leoyahehe @XFactorID @2ndChance_id @RANforyourlife Sumpaah kzl jugaa ketinggalan nonton 2nd chance???? 
Perasaan td blm jam 6 dehh kok udah opening ajaa????",negatif
@XFactorID @alvinxjo @Harry_Styles Keren parah banget ....woowwww....meleleh... https://t.co/g12Dzwgxz6,positif
"Wow! Kali ini @alvinxjo bawain lagu pilihan X Fellas nih ""Falling"" by @Harry_Styles 

Siapa yang suka banget sama perform Alvin kali ini????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/cQH90vwStN",netral
"X Fellas gimana menurut kalian penampilan @nadhiraulyaa saat bawain lagu ""Begitu Salah Begitu Benar"" @DewiDewiDuo 

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/ddHnpLhiek",netral
@XFactorID @ananghijau @DnrWidianto Sblsblsbl suka banget loh,positif
Btw @XFactorID hari ini ada 2 lagu harry styles???? tengkyu xfactor????,netral
"lagu @Harry_Styles dinyanyiin 2kali di @XFactorID malem ini waw
watermelon sugar &amp; falling
(ekspresi ku didpn tv????????) https://t.co/qItdfDJULu",netral
Mantaap sekalii alvinnnn! @XFactorID,positif
@XFactorID @ananghijau @DnrWidianto ini juaranya,positif
Asli keren dan asik bgttt gayanya rapper hendra @XFactorID,positif
"Emang bener kalau performance @enka_namaku saat bawain lagu miliknya ""Cewe Mah Gitu"" ini FUN banget ya????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/tMsrLA8D8z",positif
"Aduh.. Siapa yang relate nih sama lagu ""Happier"" by @oliviarodrigo 

Performance @mayshaicaa auto dapet 5 Standing Ovation nih????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/deLgOPRzct",netral
"Siapa yang setuju kalau performance @GanyGery keren banget saat bawain ""Watermelon Sugar"" by @Harry_Styles ????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/xKLComyTub",positif
"@RuthNeelly sukses bawain lagu ""Cinta Sejati"" di depan penyanyi aslinya dengan aransemen yang berbeda nih dari @bclsinclair ???? 

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/UApdZg7IGO",positif
@XFactorID @ananghijau @DnrWidianto Keren,positif
"""Kamu tuh AUTHENTIC banget"" @ananghijau 

Siapa yang suka banget sama lagu ""Monolog"" versi @DnrWidianto ????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/QZOa2hBQ4J",netral
"""Lagu ini sulit, tapi kamu mampu merubah nadanya dengan cerdas"" @armandmaulana 

Siapa yang setuju sama pendapat Kang Armand nih X Fellas?????

@Putumaydea_real sukses bawain lagu Chandelier by @Sia !

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/z2Sk4f9TSI",positif
"@XFactorID @2ndChance_id @RANforyourlife Performance yang maniss &amp; mahal, harmonisasinya juaraaaak!!! @2ndChance_id",positif
"Keren parah!!
""Halo"" by @Beyonce bikin merinding ya X Fellas!????

#GalaLiveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/dHxGfFkIFd",positif
"@XFactorID @2ndChance_id @RANforyourlife Anjaay, biasanya di segmen terakhir ini kok ditaruh di opening? Ketinggalan dah ????",netral
@XFactorID @2ndChance_id @RANforyourlife mulai jam 18.00 wib itu berarti opening baru jam 6 bukan udah ketinggalan selagu???? apalagi ketinggalan 2nd chanceee kzl asli????,negatif
"Pembukaan yang sweet banget nih dari @2ndChance_id ????
Gemesh ya denger 2nd Chance bawain lagu ""Dekat Di Hati"" @RANforyourlife pas banget buat valentine????

#GaliveShow5
#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/DOhJz0SfId",positif
infonya mulai jam 18.00 wib tp belum juga jam 6 udah mulai aja???? jadi ketinggalan 2nd chanceeeeeeee @XFactorID ????????????,negatif
"Naah kalau ini adalah lagu-lagu yang akan dibawakan TOP 10 secara SOLO!! Siapa yang tebakannya benar nihh??????????????

Jangan lupa saksikan #GalaLiveShow5 pukul 18.00 WIB hanya di @officialrcti ???

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@Fremantle_ID https://t.co/iX07cT1vbm",netral
"Hii, X Fellas!! Ini dia lagu-lagu yang akan dibawakan secara DUET dari per kategori????????????. 

Duet dari kategori mana nihh yang paling kalian tunggu-tunggu?!????

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@Fremantle_ID @OfficialRCTI https://t.co/HhshHTJ8Fi",netral
Jgn lupa nonton &amp; vote terus @nadhiraulyaa di gala show 5 @XFactorID malam ini hanya di @RCTIPlus terimakasih tweeps ??? https://t.co/GH3ogdibY4,netral
@XFactorID @OfficialRCTI @Fremantle_ID Ini serius nihh 2 peserta bakal bawain lagunya @Harry_Styles ? Uwaaaaah,netral
@XFactorID @OfficialRCTI @Fremantle_ID Danar x Kevin ????,netral
@XFactorID @OfficialRCTI @Fremantle_ID Monolog - Danar,netral
"Danar, dulu kau di bully, dulu kau dicaci skrg  kau di nanti  lewat suara spesial mu membuat banyak orang 
 ter ""diam"" mengagumi mu. Tampilkan yg terbaik, tetap rendah hati selamanya. Kesuksesanmu dg penuh kerendahan hati adalah ""balas dendam"" terbaik
@Lisaamartatara4 @XFactorID https://t.co/pzUJ6o2gaD",positif
"HARI INI!! Jangan lupa untuk saksikan #GalaLiveShow5 karena akan ada CATEGORY SPECIAL DUET. Are you ready X Fellas?!??????????????

Stay tuned pukul 18.00 WIB hanya di @officialrcti ???

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@Fremantle_ID https://t.co/FszDUurI0i",netral
"TOP 10 ????@xfactorID
.
Para finalis perkategori akan Berduet malam ini ???? kira -kira akan seperti apa yah? Jangan lewatkan #XFactorIndonesia malam ini pukul 18.00 LIVE DI RCTI https://t.co/pOm7g97VWI",netral
"Gala Live Show 5 ????
.
Para 10 Kontestan akan kembali  tampil di panggung @XFactorID  dan akan ada duet per Kategori juga lho ????
.
Jangan lewatkan #XFactorIndonesia hari Senin tanggal 14 Februari pukul 18.00 WIB LIVE DI RCTI https://t.co/n0aJTndl9V",netral
"Gala Live Show X Factor Indonesia kali ini, Risalah Hati milik band legendaris Dewa 19 yang dinyanyikan oleh Nadhira. Kecantikan Nadhira pada malam Gala Live @XFactorID Indonesia kali ini disukai Rossa, 

Tonton selengkapnya di https://t.co/5NizScsIGy ya! https://t.co/OckL7WENOn",netral
"@cntkhvrf @XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID ada di sg xfactor, spill dong kalo tau lagu duet 2ndchancegerygany sama alvindanar xixixi",netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Gasabar liat penampilan duet DaVin,positif
@XFactorID @OfficialRCTI @Fremantle_ID @2ndChance_id Dekat di Hati #bersama2ndchance #bernyanyidarihati,netral
@XFactorID @OfficialRCTI @Fremantle_ID Dekat di hati @2ndChance_id #bernyanyidarihati  #BERSAMA2NDCHANCE #BESTBESTBEST,netral
"@XFactorID @OfficialRCTI @Fremantle_ID 2ndChance selalu dekat di hati ????????????
#bernyanyidarihati  #BERSAMA2NDCHANCE #bestbestbest",netral
@XFactorID @OfficialRCTI @Fremantle_ID @2ndChance_id DEKAT DI HATI HAHAHAHA,netral
@2ndChance_id @XFactorID Udaaah kaaak?????????????????????????????????????????????????????????? #BERSAMA2NDCHANCE #2NDCHANCEID,netral
"Sepertinya babak 5 besar nanti masing2 Mentor punya 1 wakil, Netizen/Voter benar2 ajaib klo voting, bagi2nya pas ???? @XFactorID @OfficialRCTI @Judikajude @mynameisrossa @ananghijau https://t.co/ZdsoYXn2sa",netral
@XFactorID @OfficialRCTI @Fremantle_ID Dekat di hati #BERSAMA2NDCHANCE ?????????????????????????????????? #2ndChanceXfactorIndonesia,netral
@XFactorID @OfficialRCTI @Fremantle_ID 2nd chance dekat di hati... Ngaku kalean wkwk @allanandersnn @febrianihsann @2ndChance_id,netral
"Mana nihh suara X Fellas yang udah nungguin Tebak Judul Lagu GALA LIVE SHOW 5???????????????

Ayoo, yang udah tau jawabannya langsung reply tweet ini ya!???

#XFactorIndonesia
#ItsTimeToFaceTheMusic 

@officialrcti @Fremantle_ID https://t.co/ZkgI4ykAjA",netral
"Apakah memungkinkan ya, mengundang Jawara Ajang X Factor / Idol negara lain ke acara X Factor/Idol Indonesia, atau sebaliknya? Pengen bgt membandingkan kualitas pilihan negara lain dg negara kita..pasti menarik @XFactorID @OfficialRCTI @Judikajude @mynameisrossa @ananghijau ????????????",netral
@siossoppidon6 @jimi_urut_pku @XFactorID Iya Pa,netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Tebak lagunya mana oi,netral
"@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID seandainya harus diduetkan dgn sesama finalis, maka pasangan id??al versi ku sbb:
Alvin ???? Nadhira
Bobby ???? Ruth
Danar ???? Maydea
Maysha ???? Gery Gani
Hendra ???? 2nd Chance",netral
@XFactorID @RCTIPlus @OfficialRCTI @Fremantle_ID Cant waitttt alvin sm siapa yaa,netral
#Reaction REACT ALVIN - PEGANG TANGANKU (Nosstress) - X Factor Indonesia... https://t.co/c8cn97EFza via @YouTube @XFactorID @OfficialRCTI,netral
@firdausbaskoro @Bambang66254357 @Bangun79224714 @XFactorID Knp hrs boong coba? Mending sy ngaku main sm mentri klu hrs boong. Sama rakyat biasa kok pake boongan.,negatif
@siossoppidon6 @Bambang66254357 @Bangun79224714 @XFactorID Boong loh..,negatif
"Akan ada yang special di GALA LIVE SHOW 5????????????????

Finalis per kategori akan BERDUET di panggung #XFactorIndonesia ???

X Fellas jangan lupa VOTE di aplikasi @RCTIPlus dan TONTON kejutan selengkapnya hanya di @officialrcti. 

#ItsTimeToFaceTheMusic 

@Fremantle_ID https://t.co/wRBprVHzpf",netral
"@DnrWidianto @XFactorID asal Purwokerto yang tampil dengan membawakan lagu ciptaannya sendiri berjudul ???Dulu???, mampu memukau para juri dan banyak masyarakat Indonesia lho!????????

Dengan lirik yang jujur dan melodi yang indah. Tonton di https://t.co/BwGM3aCtT5 ya!

#starhitsid https://t.co/FiQKl5QkD3",positif
@2ndChance_id @XFactorID Dari subuuuhh hahaha,netral
"Gue jatuh cinta bgt sama suara Danarrrrrrrr???????????????????????????????????????????????? Danarrrr gilaaaa ini udh ga keitung lagi gue rewatch video ini danaaarrrrrrrrrrrr tolonggg gueeee!!!! gue ketagihannnnnnnnnnn, tanggung jawab lo @XFactorID :))))) https://t.co/zl3l4lRgvb",positif
@SukaGendut4 @XFactorID Oh. Baik!,netral
@siossoppidon6 @XFactorID Udah pernah,netral
"Livestreaming Fatin  bareng kontestan @XFactorID seru banget deh ????????

Klik buat nonton liveshow lainnya: https://t.co/bcgqpU66Yn

#snackvideoapp #snackvideo2022 #livestreaming #xfactorindonesia #fatinshidqialubis https://t.co/RsDYk7uQBf",positif
"Holla sudah pada vote belum nih? ??? 
@XFactorID 
#BERSAMA2NDCHANCE
#2NDCHANCEID #XfactorIndonesia https://t.co/EVmQwiSN8W",netral
@Bangun79224714 @XFactorID Masih.,netral
@siossoppidon6 @XFactorID Apa masih aktif FB nya,netral
@Bangun79224714 @XFactorID Gak ada mas. Hub ybs aja lgsg mas via facebooknya.,netral
"Tidak dipungkiri @XFactorID adalah acara yg plg menarik saat ini, termasuk km yg nonton teman2, diskusi lucu saat komen penampilan peserta #nooffense bisa bikin ceria suasana contohnya klip diakusi ini @Judikajude @IndraAziz yg ga ngerti bahasa jawa pasti bingung @ananghijau ???? https://t.co/EzDLyUzKnF",positif
"akhirnya maysha pulang juga, knp gak dari dulu aja siii",negatif
"@Tukangr53094187 @XFactorID Ya, karna kenal.",netral
@siossoppidon6 @XFactorID Wajahnya gak asing di twitter,netral
@siossoppidon6 @XFactorID Tau dmn lae??,netral
@XFactorID @ananghijau @alvinxjo Jangan lupa VOTE @alvinxjo ya teman",netral
"Sedihnya lagu legend @Anggun_Cipta hancur di cover oleh kontestan @XFactorID. Notasi lagunya diubah seenak jidad. Mngkn konestannya penganut ""harus teriak2"", pdhl sama skali ga msk sama lagunya.  Anehnya @mynameisrossa blg ini kekinian.
https://t.co/grLL2uabPg",negatif
"Saya jadi penasaran ????????
Di samping kursi mas Anang @ananghijau itu apa ya?
@XFactorID https://t.co/7CMG8eU618",netral
@asamlinolenat @XFactorID Kalo php lagi mending kita rubuhin gedungnya,negatif
@XFactorID @2ndChance_id @jtimberlake Penasaran klo bawa lagu bahasa indonesia gmn jadinya...,netral
"X Fellas, dari kelima mentor ini mana yang jadi favorit kamu?????
.
Jangan lupa untuk terus VOTE finalis TOP 10 melalui app RCTI+ ya!

#XFactorIndonesia 
#ItsTimeToFaceTheMusic https://t.co/e6DOCatanD",netral
"X Fellas!! Udah VOTE untuk finalis #XFactorIndonesia favorit kalian belum?? 

Jangan lupa untuk VOTE YANG BANYAK di aplikasi @RCTIPlus yaa. Yukk vote SEKARANG JUGA????????

#XFactorIndonesia 
#ItsTimeToFaceTheMusic 

@OfficialRCTI @Fremantle_ID https://t.co/e0ebc9o68N",netral
nonton xfactor kebanyak shoot kamera ke jurinya heuuft @XFactorID,negatif
@XFactorID @2ndChance_id @jtimberlake jam brp upload di yutubnya admin,netral
"@gitaholic1 @hotcchoco @XFactorID @alvinxjo Lah iya juga, keknya di gala ini Alvin kayak ngayiin satu album wkwk",netral
"@XFactorID @ananghijau @alvinxjo Berasa dapet siraman rohani ????
Sooooo touchhh ????????????
Karakternya deep banget, bikin terngiang2 lagu ini terus, versinya Alvin, definisi teralvin alvin di senin ini. You did it best alv!",positif
@XFactorID @ananghijau @alvinxjo gapernah gagal si alvin dari idola cilik:) proud https://t.co/HwlNmILVKW,positif
@XFactorID @ananghijau @alvinxjo Feelnya dpt bgt ampe netes aermata ????,positif
lah suara gw sama dia masih bagusan suara gw wkwk,negatif
"Selalu keganggu ama komentar di @XFactorID 
Kalo kureng ya kureng, kenapa harus disetting komentarnya positif vibe?
Asli kek pensi anak SMA ????",negatif
@XFactorID @DnrWidianto @ElvisPresley Kaga ada bagus2nya.,negatif
"@XFactorID @OfficialRCTI @Fremantle_ID #ItsTimeToFaceTheMusic
#XFactorIndonesia
X FACTOR INDONESIA
@XFactorID
RCTI
@OfficialRCTI
Musik

Hari Selasa 28 Des 2021,
Peserta yg lolos betul2 penyanyi dgn suara bagus.
Tapi,
Peserta yg pake kotak di kepalanya kok bisa lolos ya...? Sungguh suara nyanyinya masih mentah..!!! https://t.co/FZZCAyTgBQ",negatif
"@XFactorID @ananghijau @alvinxjo Dahlah dari give me love uda cinta eh makin kesini malah makin cinta, have no words pokoknya bikin terharu dengerinnya inget dosa jg jadinya :""",positif
@XFactorID @ananghijau @alvinxjo Gak paham lagi harus bilang apa saking bagusnya anak inii tadii ??? so proud alvin!!!!,positif
"@XFactorID @ananghijau @alvinxjo Oh iya kemarin rada emosi marah, trs merah2, kebakar gitu sekarang berubah jadi putih, religius, kalem ???? seimbang ya",netral
@AdibHidayat @Pantera @XFactorID Jurinya mana ngarti,negatif
@XFactorID @ananghijau @alvinxjo Udh kaya worship leader ????,netral
Waduuuu meremehkan vokalis kidnap,negatif
@XFactorID @alvinxjo Pilihan lagunya selalu out of the box dan dibabat habis. Ngga ada obat dah. Good job!???? Ditunggu surprize selanjutnya huehehe,positif
"@XFactorID @ananghijau @alvinxjo pemilihan lagu kali ini cocok banget buat alvin, lafff u &lt;3",positif
@XFactorID @Roby_Gultom vokalnya ga main main sih ini????,positif
@XFactorID @2ndChance_id @jtimberlake SELALU HACEPP????,positif
"kenapa jagoan aku @XFactorID pulangg sihh, pliss x factor kembalikan @abdur_hkm ????????????",negatif
@XFactorID @2ndChance_id @jtimberlake Bintang tamu,netral
@XFactorID @2ndChance_id @jtimberlake Yg selalu aku tunggu2 setiap minggu  lanjut terus  second chance,positif
@XFactorID @GanyGery Favku selalu,positif
@XFactorID @ananghijau @alvinxjo Kawal Alvin terus,positif
"@XFactorID @ananghijau @alvinxjo Vin kamu keren banget, semakin bertambah berkatmu ya vin",positif
"Penentuan yang sulit bagi @Judikajude malam ini!
.
Congrats @enka_namaku akan kembali tampil minggu depan dan thank you atas perjuangannya @abdur_hkm see you on top!????

#XFactorIndonesia 
#XFI
#GalaLiveShow4 https://t.co/WhyiYNZjKo",netral
@Dewi74606172 @XFactorID @ananghijau @alvinxjo Salah lapak pak? Wkwkwk,negatif
@XFactorID @ananghijau @alvinxjo Makin ke sini makin keren suara dan penampilan Alvin. JUARAAAKKK,positif
@XFactorID @ananghijau @alvinxjo Aku yg terAlvin-Alvin???? Penampilan yg memukau dari @alvinxjo mantap????,positif
@XFactorID @2ndChance_id @jtimberlake KEREN BANGETT!!!????,positif
@XFactorID @ananghijau @alvinxjo Mengapa harus Abdurahman yg keluar.ini sangat nggak adil karena hendra rap terus nggak mencoba lagu yg lain. Harusnya diberi tantangan,negatif
@XFactorID @ananghijau @alvinxjo TerAlvin-Alvin bangat sih malam ini. Penampilan terbaik alvin ya gak?,positif
"@XFactorID @2ndChance_id @jtimberlake Yess memukauuu sekalii!!! Best best best, juaraa udahh!!! @2ndChance_id #2ndChanceXfactor #2ndChanceXFactorIndonesia #2NDCHANCEID #BERSAMA2NDCHANCE",positif
@XFactorID @ananghijau @enka_namaku harunya ente yg pulang aja,negatif
@XFactorID @ananghijau @alvinxjo Bangga bgt???????,positif
"Walau kurang suka genre Rap,karena ga berani nyanyi lagu eminem atau luar lainnya, tapi lebih enteng dan santai @Judikajude @mynameisrossa @XFactorID @OfficialRCTI",netral
@XFactorID @ananghijau @alvinxjo Aku teralvin-alvin yatuhannn???????????? @alvinxjo,positif
"kalo ruth keluar, gak mau nonton lagi dah",negatif
